Capabilities [{platform=XP, acceptSslCerts=true, javascriptEnabled=true, browserName=chrome, chrome={userDataDir=C:\Users\in01994\AppData\Local\Temp\scoped_dir113488_17242}, rotatable=false, locationContextEnabled=true, mobileEmulationEnabled=false, version=49.0.2623.110, takesHeapSnapshot=true, cssSelectorsEnabled=true, databaseEnabled=false, handlesAlerts=true, browserConnectionEnabled=false, webStorageEnabled=true, nativeEvents=true, hasTouchScreen=false, applicationCacheEnabled=false, takesScreenshot=true}] 
07 Apr 12:46:24,015 INFO - resultDir = results\CHROME-windows 7-local 
07 Apr 12:46:24,151 INFO - resultDir = results\CHROME-windows 7-local 
07 Apr 12:46:31,229 INFO - element not visible
  (Session info: chrome=49.0.2623.110)
  (Driver info: chromedriver=2.20.353145 (343b531d31eeb933ec778dbcf7081628a1396067),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide any stacktrace information)
Command duration or timeout: 29 milliseconds
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'HW0380', ip: '172.16.29.255', os.name: 'Windows 7', os.arch: 'amd64', os.version: '6.1', java.version: '1.7.0_71'
Session ID: fa5805e8be705606bfbd8b31d5c94677
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{platform=XP, acceptSslCerts=true, javascriptEnabled=true, browserName=chrome, chrome={userDataDir=C:\Users\in01994\AppData\Local\Temp\scoped_dir113488_17242}, rotatable=false, locationContextEnabled=true, mobileEmulationEnabled=false, version=49.0.2623.110, takesHeapSnapshot=true, cssSelectorsEnabled=true, databaseEnabled=false, handlesAlerts=true, browserConnectionEnabled=false, webStorageEnabled=true, nativeEvents=true, hasTouchScreen=false, applicationCacheEnabled=false, takesScreenshot=true}] 
07 Apr 12:46:31,230 INFO - resultDir = results\CHROME-windows 7-local 
07 Apr 12:46:31,359 INFO - resultDir = results\CHROME-windows 7-local 
07 Apr 12:46:36,459 INFO - resultDir = results\CHROME-windows 7-local 
07 Apr 12:46:36,635 INFO - resultDir = results\CHROME-windows 7-local 
07 Apr 12:46:36,780 INFO - resultDir = results\CHROME-windows 7-local 
07 Apr 12:46:36,933 INFO - resultDir = results\CHROME-windows 7-local 
